"","recency_weight","pct","pollster","state","start_date","end_date","pollscore","numeric_grade","sample_size"
"48",0.988933020064146,48,"Siena/NYT","National",2024-10-20,2024-10-23,-1.5,3,2516
"49",0.988933020064146,46,"Siena/NYT","National",2024-10-20,2024-10-23,-1.5,3,2516
"50",0.988933020064146,47,"Siena/NYT","National",2024-10-20,2024-10-23,-1.5,3,2516
"51",0.988933020064146,47,"CNN/SSRS","National",2024-10-20,2024-10-23,-0.6,2.8,1704
"52",0.988933020064146,47,"CNN/SSRS","National",2024-10-20,2024-10-23,-0.6,2.8,1704
"53",0.988933020064146,47,"CNN/SSRS","National",2024-10-20,2024-10-23,-0.6,2.8,1704
"54",0.988933020064146,46,"CNN/SSRS","National",2024-10-20,2024-10-23,-0.6,2.8,1704
"55",0.988933020064146,46.6,"Suffolk","Wisconsin",2024-10-20,2024-10-23,-1,2.9,500
"56",0.988933020064146,48,"Suffolk","Wisconsin",2024-10-20,2024-10-23,-1,2.9,500
"57",0.98855192250317,49,"Washington Post/George Mason University","Virginia",2024-10-19,2024-10-23,-0.8,2.7,1004
"58",0.98855192250317,43,"Washington Post/George Mason University","Virginia",2024-10-19,2024-10-23,-0.8,2.7,1004
"59",0.98855192250317,48,"Washington Post/George Mason University","Virginia",2024-10-19,2024-10-23,-0.8,2.7,1004
"60",0.98855192250317,42,"Washington Post/George Mason University","Virginia",2024-10-19,2024-10-23,-0.8,2.7,1004
"61",0.988931854628179,49,"Emerson","Pennsylvania",2024-10-21,2024-10-22,-1.1,2.9,860
"62",0.988931854628179,50.7,"Emerson","Pennsylvania",2024-10-21,2024-10-22,-1.1,2.9,860
"63",0.988931854628179,48.2,"Emerson","North Carolina",2024-10-21,2024-10-22,-1.1,2.9,950
"64",0.988931854628179,50.2,"Emerson","North Carolina",2024-10-21,2024-10-22,-1.1,2.9,950
"65",0.988931854628179,49.2,"Emerson","Wisconsin",2024-10-21,2024-10-22,-1.1,2.9,800
"66",0.988931854628179,49.9,"Emerson","Wisconsin",2024-10-21,2024-10-22,-1.1,2.9,800
"67",0.988169659506228,48,"YouGov","National",2024-10-19,2024-10-22,-1.1,3,1422
"68",0.988169659506228,46,"YouGov","National",2024-10-19,2024-10-22,-1.1,3,1422
"69",0.988169659506228,49,"YouGov","National",2024-10-19,2024-10-22,-1.1,3,1293
"70",0.988169659506228,46,"YouGov","National",2024-10-19,2024-10-22,-1.1,3,1293
"71",0.988169659506228,36.5,"Emerson","South Dakota",2024-10-19,2024-10-22,-1.1,2.9,825
"72",0.988169659506228,62,"Emerson","South Dakota",2024-10-19,2024-10-22,-1.1,2.9,825
"73",0.987788561945252,48,"Ipsos","National",2024-10-18,2024-10-22,-0.9,2.8,2808
"74",0.987788561945252,47,"Ipsos","National",2024-10-18,2024-10-22,-0.9,2.8,2808
"75",0.987788561945252,49,"Ipsos","National",2024-10-18,2024-10-22,-0.9,2.8,2392
"76",0.987788561945252,47,"Ipsos","National",2024-10-18,2024-10-22,-0.9,2.8,2392
"77",0.987788561945252,51,"Ipsos","National",2024-10-18,2024-10-22,-0.9,2.8,1913
"78",0.987788561945252,47,"Ipsos","National",2024-10-18,2024-10-22,-0.9,2.8,1913
"79",0.987788561945252,42,"East Carolina University","South Carolina",2024-10-18,2024-10-22,-0.5,2.6,950
"80",0.987788561945252,55.1,"East Carolina University","South Carolina",2024-10-18,2024-10-22,-0.5,2.6,950
"81",0.987407464384277,49,"Marist","Georgia",2024-10-17,2024-10-22,-0.9,2.9,1356
"82",0.987407464384277,48,"Marist","Georgia",2024-10-17,2024-10-22,-0.9,2.9,1356
"83",0.987407464384277,49,"Marist","Georgia",2024-10-17,2024-10-22,-0.9,2.9,1193
"84",0.987407464384277,49,"Marist","Georgia",2024-10-17,2024-10-22,-0.9,2.9,1193
"85",0.987407464384277,48,"Marist","North Carolina",2024-10-17,2024-10-22,-0.9,2.9,1410
"86",0.987407464384277,49,"Marist","North Carolina",2024-10-17,2024-10-22,-0.9,2.9,1410
"87",0.987407464384277,48,"Marist","North Carolina",2024-10-17,2024-10-22,-0.9,2.9,1226
"88",0.987407464384277,50,"Marist","North Carolina",2024-10-17,2024-10-22,-0.9,2.9,1226
"89",0.987407464384277,49,"Marist","Arizona",2024-10-17,2024-10-22,-0.9,2.9,1329
"90",0.987407464384277,49,"Marist","Arizona",2024-10-17,2024-10-22,-0.9,2.9,1329
"91",0.987407464384277,49,"Marist","Arizona",2024-10-17,2024-10-22,-0.9,2.9,1193
"92",0.987407464384277,50,"Marist","Arizona",2024-10-17,2024-10-22,-0.9,2.9,1193
"93",0.987407464384277,61,"University of Maryland/Washington Post","Maryland",2024-10-17,2024-10-22,-0.3,2.5,1000
"94",0.987407464384277,33,"University of Maryland/Washington Post","Maryland",2024-10-17,2024-10-22,-0.3,2.5,1000
"95",0.987787396509286,64,"Emerson","Maryland",2024-10-19,2024-10-21,-1.1,2.9,865
"96",0.987787396509286,34.4,"Emerson","Maryland",2024-10-19,2024-10-21,-1.1,2.9,865
"97",0.987406298948311,47,"YouGov","National",2024-10-18,2024-10-21,-1.1,3,1266
"98",0.987406298948311,45,"YouGov","National",2024-10-18,2024-10-21,-1.1,3,1266
"99",0.987406298948311,48,"YouGov","National",2024-10-18,2024-10-21,-1.1,3,1189
"100",0.987406298948311,45,"YouGov","National",2024-10-18,2024-10-21,-1.1,3,1189
"101",0.987406298948311,45.9,"Emerson","Texas",2024-10-18,2024-10-21,-1.1,2.9,815
"102",0.987406298948311,53.1,"Emerson","Texas",2024-10-18,2024-10-21,-1.1,2.9,815
"103",0.987025201387335,47,"Monmouth","National",2024-10-17,2024-10-21,-0.9,2.9,802
"104",0.987025201387335,44,"Monmouth","National",2024-10-17,2024-10-21,-0.9,2.9,802
"105",0.987025201387335,49,"Quinnipiac","Michigan",2024-10-17,2024-10-21,-0.5,2.8,1136
"106",0.987025201387335,46,"Quinnipiac","Michigan",2024-10-17,2024-10-21,-0.5,2.8,1136
"107",0.987025201387335,50,"Quinnipiac","Michigan",2024-10-17,2024-10-21,-0.5,2.8,1136
"108",0.987025201387335,46,"Quinnipiac","Michigan",2024-10-17,2024-10-21,-0.5,2.8,1136
"109",0.987025201387335,48,"Quinnipiac","Wisconsin",2024-10-17,2024-10-21,-0.5,2.8,1108
"110",0.987025201387335,48,"Quinnipiac","Wisconsin",2024-10-17,2024-10-21,-0.5,2.8,1108
"111",0.987025201387335,48,"Quinnipiac","Wisconsin",2024-10-17,2024-10-21,-0.5,2.8,1108
"112",0.987025201387335,48,"Quinnipiac","Wisconsin",2024-10-17,2024-10-21,-0.5,2.8,1108
"113",0.986644103826359,46,"Ipsos","National",2024-10-16,2024-10-21,-0.9,2.8,3481
"114",0.986644103826359,43,"Ipsos","National",2024-10-16,2024-10-21,-0.9,2.8,3481
"115",0.986644103826359,48,"Ipsos","National",2024-10-16,2024-10-21,-0.9,2.8,3307
"116",0.986644103826359,45,"Ipsos","National",2024-10-16,2024-10-21,-0.9,2.8,3307
"117",0.986644103826359,41,"Ipsos","National",2024-10-16,2024-10-21,-0.9,2.8,4129
"118",0.986644103826359,39,"Ipsos","National",2024-10-16,2024-10-21,-0.9,2.8,4129
"119",0.986644103826359,41,"Ipsos","National",2024-10-16,2024-10-21,-0.9,2.8,4129
"120",0.986644103826359,39,"Ipsos","National",2024-10-16,2024-10-21,-0.9,2.8,4129
"121",0.986644103826359,45,"Ipsos","National",2024-10-16,2024-10-21,-0.9,2.8,3481
"122",0.986644103826359,43,"Ipsos","National",2024-10-16,2024-10-21,-0.9,2.8,3481
"123",0.986644103826359,47,"Ipsos","National",2024-10-16,2024-10-21,-0.9,2.8,3307
"124",0.986644103826359,45,"Ipsos","National",2024-10-16,2024-10-21,-0.9,2.8,3307
"125",0.987405133512344,47.7,"InsiderAdvantage","Nevada",2024-10-19,2024-10-20,-0.3,2,800
"126",0.987405133512344,47.9,"InsiderAdvantage","Nevada",2024-10-19,2024-10-20,-0.3,2,800
"127",0.987405133512344,47,"InsiderAdvantage","Arizona",2024-10-19,2024-10-20,-0.3,2,800
"128",0.987405133512344,49.5,"InsiderAdvantage","Arizona",2024-10-19,2024-10-20,-0.3,2,800
"129",0.987405133512344,46.8,"InsiderAdvantage","North Carolina",2024-10-19,2024-10-20,-0.3,2,800
"130",0.987405133512344,48.7,"InsiderAdvantage","North Carolina",2024-10-19,2024-10-20,-0.3,2,800
"131",0.987024035951369,45.9,"Emerson","Florida",2024-10-18,2024-10-20,-1.1,2.9,860
"132",0.987024035951369,53.6,"Emerson","Florida",2024-10-18,2024-10-20,-1.1,2.9,860
"133",0.986642938390393,47,"SurveyUSA/High Point University","North Carolina",2024-10-17,2024-10-20,-1.3,2.8,1164
"134",0.986642938390393,46,"SurveyUSA/High Point University","North Carolina",2024-10-17,2024-10-20,-1.3,2.8,1164
"135",0.983594157902588,49,"Franklin and Marshall College","Pennsylvania",2024-10-09,2024-10-20,-0.1,2.4,794
"136",0.983594157902588,45,"Franklin and Marshall College","Pennsylvania",2024-10-09,2024-10-20,-0.1,2.4,794
"137",0.983594157902588,49,"Franklin and Marshall College","Pennsylvania",2024-10-09,2024-10-20,-0.1,2.4,583
"138",0.983594157902588,50,"Franklin and Marshall College","Pennsylvania",2024-10-09,2024-10-20,-0.1,2.4,583
"139",0.983594157902588,48,"Franklin and Marshall College","Pennsylvania",2024-10-09,2024-10-20,-0.1,2.4,794
"140",0.983594157902588,44,"Franklin and Marshall College","Pennsylvania",2024-10-09,2024-10-20,-0.1,2.4,794
"141",0.9854984802715,46,"Hart/POS","National",2024-10-15,2024-10-19,-0.7,2.6,1000
"142",0.9854984802715,48,"Hart/POS","National",2024-10-15,2024-10-19,-0.7,2.6,1000
"143",0.984735119713583,45.3,"Suffolk","National",2024-10-14,2024-10-18,-1,2.9,1000
"144",0.984735119713583,44.4,"Suffolk","National",2024-10-14,2024-10-18,-1,2.9,1000
"145",0.984735119713583,49.7,"Suffolk","National",2024-10-14,2024-10-18,-1,2.9,1000
"146",0.984735119713583,48.7,"Suffolk","National",2024-10-14,2024-10-18,-1,2.9,1000
"147",0.98321072946968,50,"Research & Polling","New Mexico",2024-10-10,2024-10-18,-0.9,2.1,1024
"148",0.98321072946968,41,"Research & Polling","New Mexico",2024-10-10,2024-10-18,-0.9,2.1,1024
"149",0.982067436786753,43,"U. North Florida","Florida",2024-10-07,2024-10-18,-0.6,2.8,977
"150",0.982067436786753,53,"U. North Florida","Florida",2024-10-07,2024-10-18,-0.6,2.8,977
"151",0.984352856716641,47,"RMG Research","Florida",2024-10-14,2024-10-17,-0.4,2.3,788
"152",0.984352856716641,52,"RMG Research","Florida",2024-10-14,2024-10-17,-0.4,2.3,788
"153",0.983971759155665,54,"Siena","New York",2024-10-13,2024-10-17,-0.8,2.7,872
"154",0.983971759155665,37,"Siena","New York",2024-10-13,2024-10-17,-0.8,2.7,872
"155",0.983971759155665,58,"Siena","New York",2024-10-13,2024-10-17,-0.8,2.7,872
"156",0.983971759155665,39,"Siena","New York",2024-10-13,2024-10-17,-0.8,2.7,872
"157",0.983590661594689,47.6,"AtlasIntel","National",2024-10-12,2024-10-17,-0.8,2.7,4180
"158",0.983590661594689,50.7,"AtlasIntel","National",2024-10-12,2024-10-17,-0.8,2.7,4180
"159",0.983590661594689,48.1,"AtlasIntel","National",2024-10-12,2024-10-17,-0.8,2.7,4180
"160",0.983590661594689,50.8,"AtlasIntel","National",2024-10-12,2024-10-17,-0.8,2.7,4180
"161",0.983590661594689,48.6,"AtlasIntel","Arizona",2024-10-12,2024-10-17,-0.8,2.7,1440
"162",0.983590661594689,49.2,"AtlasIntel","Arizona",2024-10-12,2024-10-17,-0.8,2.7,1440
"163",0.983590661594689,49.3,"AtlasIntel","Arizona",2024-10-12,2024-10-17,-0.8,2.7,1440
"164",0.983590661594689,49.2,"AtlasIntel","Arizona",2024-10-12,2024-10-17,-0.8,2.7,1440
"165",0.983590661594689,48.1,"AtlasIntel","Georgia",2024-10-12,2024-10-17,-0.8,2.7,1411
"166",0.983590661594689,49.5,"AtlasIntel","Georgia",2024-10-12,2024-10-17,-0.8,2.7,1411
"167",0.983590661594689,48.4,"AtlasIntel","Georgia",2024-10-12,2024-10-17,-0.8,2.7,1411
"168",0.983590661594689,50.1,"AtlasIntel","Georgia",2024-10-12,2024-10-17,-0.8,2.7,1411
"169",0.983590661594689,46.8,"AtlasIntel","Michigan",2024-10-12,2024-10-17,-0.8,2.7,1529
"170",0.983590661594689,49.6,"AtlasIntel","Michigan",2024-10-12,2024-10-17,-0.8,2.7,1529
"171",0.983590661594689,47.3,"AtlasIntel","Michigan",2024-10-12,2024-10-17,-0.8,2.7,1529
"172",0.983590661594689,50.2,"AtlasIntel","Michigan",2024-10-12,2024-10-17,-0.8,2.7,1529
"173",0.983590661594689,48.1,"AtlasIntel","Nevada",2024-10-12,2024-10-17,-0.8,2.7,1171
"174",0.983590661594689,48.4,"AtlasIntel","Nevada",2024-10-12,2024-10-17,-0.8,2.7,1171
"175",0.983590661594689,48.4,"AtlasIntel","Nevada",2024-10-12,2024-10-17,-0.8,2.7,1171
"176",0.983590661594689,48.3,"AtlasIntel","Nevada",2024-10-12,2024-10-17,-0.8,2.7,1171
"177",0.983590661594689,49.5,"AtlasIntel","North Carolina",2024-10-12,2024-10-17,-0.8,2.7,1674
"178",0.983590661594689,48.8,"AtlasIntel","North Carolina",2024-10-12,2024-10-17,-0.8,2.7,1674
"179",0.983590661594689,50.5,"AtlasIntel","North Carolina",2024-10-12,2024-10-17,-0.8,2.7,1674
"180",0.983590661594689,48.8,"AtlasIntel","North Carolina",2024-10-12,2024-10-17,-0.8,2.7,1674
"181",0.983590661594689,46.5,"AtlasIntel","Pennsylvania",2024-10-12,2024-10-17,-0.8,2.7,2048
"182",0.983590661594689,49.8,"AtlasIntel","Pennsylvania",2024-10-12,2024-10-17,-0.8,2.7,2048
"183",0.983590661594689,47.4,"AtlasIntel","Pennsylvania",2024-10-12,2024-10-17,-0.8,2.7,2048
"184",0.983590661594689,49.9,"AtlasIntel","Pennsylvania",2024-10-12,2024-10-17,-0.8,2.7,2048
"185",0.983590661594689,48.9,"AtlasIntel","Wisconsin",2024-10-12,2024-10-17,-0.8,2.7,932
"186",0.983590661594689,48.2,"AtlasIntel","Wisconsin",2024-10-12,2024-10-17,-0.8,2.7,932
"187",0.983590661594689,49,"AtlasIntel","Wisconsin",2024-10-12,2024-10-17,-0.8,2.7,932
"188",0.983590661594689,48.4,"AtlasIntel","Wisconsin",2024-10-12,2024-10-17,-0.8,2.7,932
"189",0.983970593719699,49.5,"Emerson","National",2024-10-14,2024-10-16,-1.1,2.9,1000
"190",0.983970593719699,49.2,"Emerson","National",2024-10-14,2024-10-16,-1.1,2.9,1000
"191",0.983970593719699,50,"RMG Research","National",2024-10-14,2024-10-16,-0.4,2.3,2950
"192",0.983970593719699,49,"RMG Research","National",2024-10-14,2024-10-16,-0.4,2.3,2950
"193",0.983208398597747,33,"Mason-Dixon","South Dakota",2024-10-12,2024-10-16,-1.1,2.6,500
"194",0.983208398597747,59,"Mason-Dixon","South Dakota",2024-10-12,2024-10-16,-1.1,2.6,500
"195",0.982827301036772,48,"YouGov","Arizona",2024-10-11,2024-10-16,-1.1,3,1435
"196",0.982827301036772,51,"YouGov","Arizona",2024-10-11,2024-10-16,-1.1,3,1435
"197",0.982827301036772,48,"UMass Amherst/YouGov","National",2024-10-11,2024-10-16,-0.4,2.4,1412
"198",0.982827301036772,46,"UMass Amherst/YouGov","National",2024-10-11,2024-10-16,-0.4,2.4,1412
"199",0.982446203475796,49,"RMG Research","Wisconsin",2024-10-10,2024-10-16,-0.4,2.3,787
"200",0.982446203475796,50,"RMG Research","Wisconsin",2024-10-10,2024-10-16,-0.4,2.3,787
"201",0.982446203475796,49,"RMG Research","Michigan",2024-10-10,2024-10-16,-0.4,2.3,789
"202",0.982446203475796,49,"RMG Research","Michigan",2024-10-10,2024-10-16,-0.4,2.3,789
"203",0.981302910792869,43.4,"U. Georgia SPIA","Georgia",2024-10-07,2024-10-16,-0.2,2.2,1000
"204",0.981302910792869,47,"U. Georgia SPIA","Georgia",2024-10-07,2024-10-16,-0.2,2.2,1000
"205",0.983588330722757,47,"InsiderAdvantage","Georgia",2024-10-14,2024-10-15,-0.3,2,800
"206",0.983588330722757,49,"InsiderAdvantage","Georgia",2024-10-14,2024-10-15,-0.3,2,800
"207",0.982826135600806,48,"YouGov","National",2024-10-12,2024-10-15,-1.1,3,1457
"208",0.982826135600806,45,"YouGov","National",2024-10-12,2024-10-15,-1.1,3,1457
"209",0.982826135600806,49,"YouGov","National",2024-10-12,2024-10-15,-1.1,3,1314
"210",0.982826135600806,45,"YouGov","National",2024-10-12,2024-10-15,-1.1,3,1314
"211",0.980920647795928,59,"PPIC","California",2024-10-07,2024-10-15,-0.4,2.5,1137
"212",0.980920647795928,33,"PPIC","California",2024-10-07,2024-10-15,-0.4,2.5,1137
"213",0.978252964869098,44,"Washington Post/George Mason University","Arizona",2024-09-30,2024-10-15,-0.8,2.7,580
"214",0.978252964869098,50,"Washington Post/George Mason University","Arizona",2024-09-30,2024-10-15,-0.8,2.7,580
"215",0.978252964869098,46,"Washington Post/George Mason University","Arizona",2024-09-30,2024-10-15,-0.8,2.7,580
"216",0.978252964869098,49,"Washington Post/George Mason University","Arizona",2024-09-30,2024-10-15,-0.8,2.7,580
"217",0.978252964869098,50,"Washington Post/George Mason University","Georgia",2024-09-30,2024-10-15,-0.8,2.7,730
"218",0.978252964869098,44,"Washington Post/George Mason University","Georgia",2024-09-30,2024-10-15,-0.8,2.7,730
"219",0.978252964869098,51,"Washington Post/George Mason University","Georgia",2024-09-30,2024-10-15,-0.8,2.7,730
"220",0.978252964869098,47,"Washington Post/George Mason University","Georgia",2024-09-30,2024-10-15,-0.8,2.7,730
"221",0.978252964869098,46,"Washington Post/George Mason University","Michigan",2024-09-30,2024-10-15,-0.8,2.7,687
"222",0.978252964869098,47,"Washington Post/George Mason University","Michigan",2024-09-30,2024-10-15,-0.8,2.7,687
"223",0.978252964869098,49,"Washington Post/George Mason University","Michigan",2024-09-30,2024-10-15,-0.8,2.7,687
"224",0.978252964869098,47,"Washington Post/George Mason University","Michigan",2024-09-30,2024-10-15,-0.8,2.7,687
"225",0.978252964869098,47,"Washington Post/George Mason University","Nevada",2024-09-30,2024-10-15,-0.8,2.7,652
"226",0.978252964869098,44,"Washington Post/George Mason University","Nevada",2024-09-30,2024-10-15,-0.8,2.7,652
"227",0.978252964869098,48,"Washington Post/George Mason University","Nevada",2024-09-30,2024-10-15,-0.8,2.7,652
"228",0.978252964869098,48,"Washington Post/George Mason University","Nevada",2024-09-30,2024-10-15,-0.8,2.7,652
"229",0.978252964869098,45,"Washington Post/George Mason University","North Carolina",2024-09-30,2024-10-15,-0.8,2.7,965
"230",0.978252964869098,49,"Washington Post/George Mason University","North Carolina",2024-09-30,2024-10-15,-0.8,2.7,965
"231",0.978252964869098,47,"Washington Post/George Mason University","North Carolina",2024-09-30,2024-10-15,-0.8,2.7,965
"232",0.978252964869098,50,"Washington Post/George Mason University","North Carolina",2024-09-30,2024-10-15,-0.8,2.7,965
"233",0.978252964869098,49,"Washington Post/George Mason University","Pennsylvania",2024-09-30,2024-10-15,-0.8,2.7,707
"234",0.978252964869098,46,"Washington Post/George Mason University","Pennsylvania",2024-09-30,2024-10-15,-0.8,2.7,707
"235",0.978252964869098,49,"Washington Post/George Mason University","Pennsylvania",2024-09-30,2024-10-15,-0.8,2.7,707
"236",0.978252964869098,47,"Washington Post/George Mason University","Pennsylvania",2024-09-30,2024-10-15,-0.8,2.7,707
"237",0.978252964869098,50,"Washington Post/George Mason University","Wisconsin",2024-09-30,2024-10-15,-0.8,2.7,695
"238",0.978252964869098,46,"Washington Post/George Mason University","Wisconsin",2024-09-30,2024-10-15,-0.8,2.7,695
"239",0.978252964869098,50,"Washington Post/George Mason University","Wisconsin",2024-09-30,2024-10-15,-0.8,2.7,695
"240",0.978252964869098,47,"Washington Post/George Mason University","Wisconsin",2024-09-30,2024-10-15,-0.8,2.7,695
"241",0.983206067725815,47,"Mitchell","Michigan",2024-10-14,2024-10-14,-0.2,2.4,589
"242",0.983206067725815,47,"Mitchell","Michigan",2024-10-14,2024-10-14,-0.2,2.4,589
"243",0.983206067725815,47.4,"Mitchell","Michigan",2024-10-14,2024-10-14,-0.2,2.4,589
"244",0.983206067725815,48.5,"Mitchell","Michigan",2024-10-14,2024-10-14,-0.2,2.4,589
"245",0.982443872603864,61,"Emerson","California",2024-10-12,2024-10-14,-1.1,2.9,1000
"246",0.982443872603864,36.6,"Emerson","California",2024-10-12,2024-10-14,-1.1,2.9,1000
"247",0.982443872603864,46.6,"Cygnal","North Carolina",2024-10-12,2024-10-14,-1.1,2.1,600
"248",0.982443872603864,47.2,"Cygnal","North Carolina",2024-10-12,2024-10-14,-1.1,2.1,600
"249",0.982062775042888,48,"Beacon/Shaw","National",2024-10-11,2024-10-14,-1.1,2.8,1110
"250",0.982062775042888,50,"Beacon/Shaw","National",2024-10-11,2024-10-14,-1.1,2.8,1110
"251",0.982062775042888,48,"Beacon/Shaw","National",2024-10-11,2024-10-14,-1.1,2.8,870
"252",0.982062775042888,50,"Beacon/Shaw","National",2024-10-11,2024-10-14,-1.1,2.8,870
"253",0.981681677481912,45,"Quinnipiac","Georgia",2024-10-10,2024-10-14,-0.5,2.8,1328
"254",0.981681677481912,52,"Quinnipiac","Georgia",2024-10-10,2024-10-14,-0.5,2.8,1328
"255",0.981681677481912,46,"Quinnipiac","Georgia",2024-10-10,2024-10-14,-0.5,2.8,1328
"256",0.981681677481912,52,"Quinnipiac","Georgia",2024-10-10,2024-10-14,-0.5,2.8,1328
"257",0.981681677481912,49,"Quinnipiac","North Carolina",2024-10-10,2024-10-14,-0.5,2.8,1031
"258",0.981681677481912,47,"Quinnipiac","North Carolina",2024-10-10,2024-10-14,-0.5,2.8,1031
"259",0.981681677481912,50,"Quinnipiac","North Carolina",2024-10-10,2024-10-14,-0.5,2.8,1031
"260",0.981681677481912,47,"Quinnipiac","North Carolina",2024-10-10,2024-10-14,-0.5,2.8,1031
"261",0.981300579920937,57,"SurveyUSA","Washington",2024-10-09,2024-10-14,-1.3,2.8,703
"262",0.981300579920937,35,"SurveyUSA","Washington",2024-10-09,2024-10-14,-1.3,2.8,703
"263",0.981300579920937,45.8,"East Carolina University","Georgia",2024-10-09,2024-10-14,-0.5,2.6,701
"264",0.981300579920937,48.9,"East Carolina University","Georgia",2024-10-09,2024-10-14,-0.5,2.6,701
"265",0.980919482359961,50,"Fairleigh Dickinson","National",2024-10-08,2024-10-14,-0.6,2.6,806
"266",0.980919482359961,47,"Fairleigh Dickinson","National",2024-10-08,2024-10-14,-0.6,2.6,806
"267",0.981680512045946,45,"Ipsos","National",2024-10-11,2024-10-13,-0.9,2.8,807
